型号,brand,index_zol,price,OLED,IP,full_screen,screen_per,screen_size,back_cam_lst,back_cam_num,back_cam_1,back_cam_2,back_cam_3,back_cam_4,back_cam_5,front_cam_lst,front_cam_num,front_cam_1,front_cam_2,front_cam_3,front_cam_4,front_cam_5,CPU_brand,CPU,ram,rom,5G,dpi,ppi,size,device_length,device_width,device_thickness,fingerprint_type,release_date,releaseY,releaseM,wireless_charge,quick_charge,battery_vol
荣耀11（全网通）参数,荣耀手机,1244469,,,,,,6.5,2000万像素+1200万像素高清级像素高清像素手机>,2,2000,1200,,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,海思,海思 麒麟 980更多海思 麒麟 980手机>，手机性能排行>,6,128,,2560x1440,452ppi,,,,,屏幕指纹 ,2019年>,2019,,,1,4000
荣耀畅玩5X（KIW-AL20/高配版/全网通）参数,荣耀手机,1136432,,,,,72.24,5.5,1300万像素>高清级像素 样张秀>，高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙616（MSM8939）更多高通 骁龙616（MSM8939）手机>，手机性能排行>,3,16,1,1920x1080,401ppi,151.3x76.3x8.15mm,151.3,76.3,8.15,后置指纹 ,2015年12月>,2015,12,,,3000
荣耀畅玩5X（KIW-UL00/双4G）参数,荣耀手机,1135597,,,,,72.24,5.5,1300万像素>高清级像素 样张秀>，高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙616（MSM8939）更多高通 骁龙616（MSM8939）手机>，手机性能排行>,2,16,1,1920x1080,401ppi,151.3x76.3x8.15mm,151.3,76.3,8.15,后置指纹 ,2015年10月>,2015,10,,,3000
荣耀8青春版（4GB RAM/移动全网通）参数,荣耀手机,1202721,,,,,69.42,5.2,1200万像素>高清级像素高清像素手机>,1,1200,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,海思,海思 麒麟 655更多海思 麒麟 655手机>，手机性能排行>,4,32,,1920x1080,424ppi,147.2x72.94x7.6mm,147.2,72.94,7.6,后置指纹 ,2017年02月28日,2017,02,,,3000
荣耀畅玩6X（BLN-AL10/3GB RAM/全网通）参数,荣耀手机,1157699,,,,,72.52,5.5,1200万像素+200万像素高清级像素高清像素手机>,2,1200,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,海思,海思 麒麟 655更多海思 麒麟 655手机>，手机性能排行>,3,32,,1920x1080,401ppi,150.9x76.2x8.2mm,150.9,76.2,8.2,后置指纹 ,2016年10月25日,2016,10,,,3340
荣耀10i（全网通）参数,荣耀手机,1265079,,,,1,,7,,0,,,,,,,0,,,,,,海思,海思 麒麟 710更多海思 麒麟 710手机>，手机性能排行>,,,,,,,,,,后置指纹 ,2019年>,2019,,,,
荣耀20 PRO X MOSCHINO 联名版参数,荣耀手机,1277856,,,,1,91.76,6.26,4800万像素+1600万像素超广角+800万像素变焦+200万像素微距高清级像素 样张秀>，高清像素手机>,4,4800,1600,800,200,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,海思,海思 麒麟 980更多海思 麒麟 980手机>，手机性能排行>,8,256,1,2340x1080,412ppi,154.6x73.97x8.44mm,154.6,73.97,8.44,侧面指纹 ,2019年06月,2019,06,,1,4000
荣耀20Se（全网通）参数,荣耀手机,1290086,,,,1,,5.5,4800万像素超广角三摄高清级像素高清像素手机>,1,4800,,,,,,0,,,,,,海思,海思 麒麟 810手机性能排行>,8,128,1,,,,,,,,2019年9月,2019,9,,1,4000
荣耀畅玩8S（2GB/32GB/全网通）参数,荣耀手机,1268222,,,,1,69.68,5.71,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 Helio A22手机性能排行>,2,32,,1560x720,301ppi,,,,,,2019年>,2019,,,,3020
荣耀畅玩6（3GB RAM/全网通）参数,荣耀手机,1202877,,,,,66.56,5,800万像素>普通级像素高清像素手机>,1,800,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MT6737T手机性能排行>,3,32,,1280x720,294ppi,143.8x72x8.85mm,143.8,72,8.85,,2017年11月01日,2017,11,,,3020
荣耀X（全网通）参数,荣耀手机,1208201,,1,,,,5.93,1600万像素+1200万像素高清级像素高清像素手机>,2,1600,1200,,,,,0,,,,,,海思,海思 麒麟 659手机性能排行>,4,64,,2160x1080,407ppi,,,,,后置指纹 ,2018年>,2018,,,1,3340
荣耀畅玩8A Pro（3GB/64GB/全网通）参数,荣耀手机,1267885,,,,,79.2,6.088,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 Helio P35（MT6765）手机性能排行>,3,64,,1560x720,282ppi,156.28x73.5x8.0mm,156.28,73.5,8.0,,2019年04月,2019,04,,,3020
荣耀畅玩7C（4GB RAM/全网通）参数,荣耀手机,1209188,,,,1,76.26,5.99,1300万像素+200万像素高清级像素高清像素手机>,2,1300,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙450手机性能排行>,4,32,,1440x720,269ppi,158.3x76.7x7.8mm,158.3,76.7,7.8,后置指纹 ,2018年03月,2018,03,,,3000
荣耀V9 Play（3GB RAM/标准版/全网通）参数,荣耀手机,1182121,,,,,68.85,5.2,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 MT6750更多联发科 MT6750手机>，手机性能排行>,3,32,1,1280x720,282ppi,147.9x73.2x7.65mm,147.9,73.2,7.65,后置指纹 ,2017年09月,2017,09,,,3000
荣耀畅玩6A（DLI-AL10/标配版/全网通）参数,荣耀手机,1171776,,,,,67.59,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙430（MSM8937）更多高通 骁龙430（MSM8937）手机>，手机性能排行>,2,16,,1280x720,294ppi,143.7x70.95x8.2mm,143.7,70.95,8.2,后置指纹 ,2017年05月25日,2017,05,,,3020
荣耀7S（全网通）参数,荣耀手机,1213133,,,,,,5.45,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MT6739手机性能排行>,2,16,,1440x720,295ppi,,,,,,2018年>,2018,,,,3020
荣耀Note10劳斯莱斯版（全网通）参数,荣耀手机,1224174,,,,1,,6.9,双1600万像素高清级像素高清像素手机>,1,1600,,,,,,0,,,,,,海思,海思 麒麟 970+微智核i7手机性能排行>,6,128,,2560x1440,426ppi,,,,,,2018年>,2018,,,,
荣耀畅玩9C（全网通）参数,荣耀手机,1299760,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
荣耀畅玩6A（高配版/移动全网通）参数,荣耀手机,1202593,,,,,67.59,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙430（MSM8937）更多高通 骁龙430（MSM8937）手机>，手机性能排行>,3,32,,1280x720,294ppi,143.7x70.95x8.2mm,143.7,70.95,8.2,后置指纹 ,2017年05月25日,2017,05,,,3020
荣耀畅玩6C Pro（全网通）参数,荣耀手机,1184225,,,,,,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,,0,,,,,,海思,海思 麒麟手机性能排行>,3,,,,,,,,,,2017年>,2017,,,,
荣耀Note9（全网通）参数,荣耀手机,1167835,,,,1,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,前置指纹 ,2018年>,2018,,,,
荣耀畅玩6C（全网通）参数,荣耀手机,1168617,,,,,63.65,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙435（MSM8940）更多高通 骁龙435（MSM8940）手机>，手机性能排行>,3,32,,1280x720,294ppi,147.9x73.2x7.65mm,147.9,73.2,7.65,后置指纹 ,2018年>,2018,,,,2900
荣耀畅玩6A（标配版/移动全网通）参数,荣耀手机,1202595,,,,,67.59,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙430（MSM8937）更多高通 骁龙430（MSM8937）手机>，手机性能排行>,2,16,,1280x720,294ppi,143.7x70.95x8.2mm,143.7,70.95,8.2,后置指纹 ,2017年05月25日,2017,05,,,3020
iQOO 5（12GB/128GB/全网通/5G版）参数,iQOO手机,1334280,,1,,1,92.6,6.56,5000万像素主摄+1300万像素广角摄像头+1300万像素人像摄像头高清级像素 样张秀>，高清像素手机>,3,5000,1300,1300,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,128,1,2376x1080,398ppi,160.04x75.6x8.32mm,160.04,75.6,8.32,屏幕指纹 ,2020年8月24日,2020,8,,1,4500
iQOO Z1x（8GB/128GB/全网通/5G版）参数,iQOO手机,1329065,,,,1,90.4,6.57,4800万像素+200万像素+200万像素高清级像素高清像素手机>,3,4800,200,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙765G手机性能排行>,8,128,1,2408x1080,400ppi,164.2x76.5x9.06mm,164.2,76.5,9.06,侧面指纹 ,2020年07月09日,2020,07,,1,5000
荣耀Holly 2 Plus（移动4G）参数,荣耀手机,1137983,,,,,67.07,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MT6735更多联发科 MT6735手机>，手机性能排行>,2,16,,1280x720,294ppi,143.1x71.8x9.7mm,143.1,71.8,9.7,,,,,,,4000
iQOO Z1（8GB/128GB/全网通/5G版）参数,iQOO手机,1322500,,,,1,90.4,6.57,4800万像素主镜头+800万像素广角镜头+200万像素微距镜头高清级像素 样张秀>，高清像素手机>,3,4800,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,联发科,联发科 天玑1000+手机性能排行>,8,128,1,2408x1080,,163.97x75.53x8.93mm,163.97,75.53,8.93,侧面指纹 ,2020年06月01日,2020,06,,1,4500
iQOO 3（6GB/128GB/全网通/5G版） 参数,iQOO手机,1310813,,1,,1,91.4,6.44,4800万像素主摄镜头+1300万像素超广角镜头+1300万像素人像镜头+200万像素景深镜头高清级像素高清像素手机>,4,4800,1300,1300,200,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,6,128,1,2400x1080,,158.51x74.88x9.16mm,158.51,74.88,9.16,屏幕指纹 ,2020年3月2日,2020,3,,1,4440
荣耀X3（移动4G）参数,荣耀手机,1136940,,,,,,6.2,2000万像素>高清级像素高清像素手机>,1,2000,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,海思,海思 麒麟 950更多海思 麒麟 950手机>，手机性能排行>,4,64,,2560x1600,487ppi,,,,,,,,,,,
iQOO Z1（6GB/128GB/全网通/5G版）参数,iQOO手机,1323874,,,,1,90.4,6.57,4800万像素主镜头+800万像素广角镜头+200万像素微距镜头高清级像素 样张秀>，高清像素手机>,3,4800,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,联发科,联发科 天玑1000+手机性能排行>,6,128,1,2408x1080,,163.97x75.53x8.93mm,163.97,75.53,8.93,侧面指纹 ,2020年06月01日,2020,06,,1,4500
iQOO 5（8GB/128GB/全网通/5G版）参数,iQOO手机,1335830,,1,,1,92.6,6.56,5000万像素主摄+1300万像素广角摄像头+1300万像素人像摄像头高清级像素 样张秀>，高清像素手机>,3,5000,1300,1300,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,128,1,2376x1080,398ppi,160.04x75.6x8.32mm,160.04,75.6,8.32,屏幕指纹 ,2020年8月24日,2020,8,,1,4500
iQOO Neo（6GB/64GB/全网通）参数,iQOO手机,1280299,,1,,1,90,6.38,双核1200万像素+800万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,1200,800,200,,,双核1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙845更多高通 骁龙845手机>，手机性能排行>,6,64,,2340x1080,404ppi,159.53x75.23x8.13mm,159.53,75.23,8.13,屏幕指纹 ,2019年07月,2019,07,,1,4500
iQOO 5 Pro（8GB/256GB/全网通/5G版）参数,iQOO手机,1335772,,1,,1,92.6,6.56,5000万像素主摄+1300万像素广角摄像头+800万像素潜望式长焦镜头高清级像素高清像素手机>,3,5000,1300,800,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,256,1,2376x1080,398ppi,159.56x73.3x9.53mm,159.56,73.3,9.53,屏幕指纹 ,2020年9月,2020,9,,1,4000
iQOO Neo 855版（6GB/64GB/全网通）参数,iQOO手机,1295145,,1,,1,90,6.38,1200万像素+800万像素+200万像素高清级像素高清像素手机>,3,1200,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,6,64,,2340x1080,,159.53x75.23x8.13mm,159.53,75.23,8.13,屏幕指纹 ,2019年11月01日,2019,11,,1,4500
iQOO Neo3（8GB/128GB/全网通/5G版）参数,iQOO手机,1320608,,,,1,90.4,6.57,4800万像素主摄镜头+800万像素超广角镜头+200万像素微距镜头高清级像素高清像素手机>,3,4800,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,128,1,2408x1080,400ppi,163.71x75.55x8.93mm,163.71,75.55,8.93,侧面指纹 ,2020年04月29日,2020,04,,1,4500
iQOO Pro（8GB/128GB/5G全网通）参数,iQOO手机,1281307,,1,,1,91.7,6.41,4800万像素+1300万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,4800,1300,200,,,双核1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙855 Plus更多高通 骁龙855 Plus手机>，手机性能排行>,8,128,1,2340x1080,,158.77x75.73x9.325mm,158.77,75.73,9.325,屏幕指纹 ,2019年08月>,2019,08,,1,4500
iQOO 5（12GB/256GB/全网通/5G版）参数,iQOO手机,1335831,,1,,1,92.6,6.56,5000万像素主摄+1300万像素广角摄像头+1300万像素人像摄像头高清级像素 样张秀>，高清像素手机>,3,5000,1300,1300,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,256,1,2376x1080,398ppi,160.04x75.6x8.32mm,160.04,75.6,8.32,屏幕指纹 ,2020年8月24日,2020,8,,1,4500
iQOO Neo3（6GB/128GB/全网通/5G版）参数,iQOO手机,1318500,,,,1,90.4,6.57,4800万像素主摄镜头+800万像素超广角镜头+200万像素微距镜头高清级像素高清像素手机>,3,4800,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,6,128,1,2408x1080,400ppi,163.71x75.55x8.93mm,163.71,75.55,8.93,侧面指纹 ,2020年04月29日,2020,04,,1,4500
iQOO 3（8GB/128GB/全网通/5G版）参数,iQOO手机,1312542,,1,,1,91.4,6.44,4800万像素主摄镜头+1300万像素超广角镜头+1300万像素人像镜头+200万像素景深镜头高清级像素高清像素手机>,4,4800,1300,1300,200,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,128,1,2400x1080,,158.51x74.88x9.16mm,158.51,74.88,9.16,屏幕指纹 ,2020年3月2日,2020,3,,1,4440
iQOO Neo3（12GB/128GB/全网通/5G版）参数,iQOO手机,1320616,,,,1,90.4,6.57,4800万像素主摄镜头+800万像素超广角镜头+200万像素微距镜头高清级像素高清像素手机>,3,4800,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,128,1,2408x1080,400ppi,163.71x75.55x8.93mm,163.71,75.55,8.93,侧面指纹 ,2020年04月29日,2020,04,,1,4500
iQOO 5 Pro（12GB/256GB/全网通/5G版）参数,iQOO手机,1335838,,1,,1,92.6,6.56,5000万像素主摄+1300万像素广角摄像头+800万像素潜望式长焦镜头高清级像素高清像素手机>,3,5000,1300,800,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,256,1,2376x1080,398ppi,159.56x73.3x9.53mm,159.56,73.3,9.53,屏幕指纹 ,2020年9月,2020,9,,1,4000
iQOO U1（6GB/128GB/全网通）参数,iQOO手机,1332138,,,,1,90.72,6.53,4800万像素主镜头+200万像素虚化镜头+200万像素微距镜头高清级像素高清像素手机>,3,4800,200,200,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙720G手机性能排行>,6,128,,2340x1080,394ppi,162.05x76.61x8.46mm,162.05,76.61,8.46,侧面指纹 ,2020年07月,2020,07,,1,4500
iQOO 3（12GB/128GB/全网通/5G版）参数,iQOO手机,1312544,,1,,1,91.4,6.44,4800万像素主摄镜头+1300万像素超广角镜头+1300万像素人像镜头+200万像素景深镜头高清级像素高清像素手机>,4,4800,1300,1300,200,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,128,1,2400x1080,,158.51x74.88x9.16mm,158.51,74.88,9.16,屏幕指纹 ,2020年3月2日,2020,3,,1,4440
iQOO Neo 855竞速版（8GB/128GB/全网通）参数,iQOO手机,1303313,,1,,1,,6.38,双核1200万像素主摄像头+800万像素广角摄像头+200万像素副摄像头高清级像素高清像素手机>,3,1200,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙855 Plus更多高通 骁龙855 Plus手机>，手机性能排行>,8,128,,2340x1080,,159.53x75.23x8.13mm,159.53,75.23,8.13,屏幕指纹 ,2019年12月12日,2019,12,,1,4500
iQOO Z1x（6GB/128GB/全网通/5G版）参数,iQOO手机,1331045,,,,1,90.4,6.57,4800万像素+200万像素+200万像素高清级像素高清像素手机>,3,4800,200,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙765G手机性能排行>,6,128,1,2408x1080,400ppi,164.2x76.5x9.06mm,164.2,76.5,9.06,侧面指纹 ,2020年07月09日,2020,07,,1,5000
iQOO Neo（8GB/128GB/全网通）参数,iQOO手机,1282205,,1,,1,90,6.38,双核1200万像素+800万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,1200,800,200,,,双核1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙845更多高通 骁龙845手机>，手机性能排行>,8,128,,2340x1080,404ppi,159.53x75.23x8.13mm,159.53,75.23,8.13,屏幕指纹 ,2019年07月,2019,07,,1,4500
iQOO Z1x（6GB/64GB/全网通/5G版）参数,iQOO手机,1331040,,,,1,90.4,6.57,4800万像素+200万像素+200万像素高清级像素高清像素手机>,3,4800,200,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙765G手机性能排行>,6,64,1,2408x1080,400ppi,164.2x76.5x9.06mm,164.2,76.5,9.06,侧面指纹 ,2020年07月09日,2020,07,,1,5000
iQOO Z1（8GB/256GB/全网通/5G版）参数,iQOO手机,1323877,,,,1,90.4,6.57,4800万像素主镜头+800万像素广角镜头+200万像素微距镜头高清级像素 样张秀>，高清像素手机>,3,4800,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,联发科,联发科 天玑1000+手机性能排行>,8,256,1,2408x1080,,163.97x75.53x8.93mm,163.97,75.53,8.93,侧面指纹 ,2020年06月01日,2020,06,,1,4500
iQOO（12GB/128GB/全网通）参数,iQOO手机,1267881,,1,,,91.7,6.41,双核1200万像素+1300万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,1200,1300,200,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,12,128,,2340x1080,,157.69x75.2x8.51mm,157.69,75.2,8.51,屏幕指纹 ,2019年03月06日,2019,03,,1,4000
iQOO Neo3（8GB/256GB/全网通/5G版）参数,iQOO手机,1320615,,,,1,90.4,6.57,4800万像素主摄镜头+800万像素超广角镜头+200万像素微距镜头高清级像素高清像素手机>,3,4800,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,256,1,2408x1080,400ppi,163.71x75.55x8.93mm,163.71,75.55,8.93,侧面指纹 ,2020年04月29日,2020,04,,1,4500
iQOO Neo 855版（8GB/128GB/全网通）参数,iQOO手机,1297903,,1,,1,90,6.38,1200万像素+800万像素+200万像素高清级像素高清像素手机>,3,1200,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,8,128,,2340x1080,,159.53x75.23x8.13mm,159.53,75.23,8.13,屏幕指纹 ,2019年11月01日,2019,11,,1,4500
iQOO 3（12GB/256GB/全网通/5G版）参数,iQOO手机,1312545,,1,,1,91.4,6.44,4800万像素主摄镜头+1300万像素超广角镜头+1300万像素人像镜头+200万像素景深镜头高清级像素高清像素手机>,4,4800,1300,1300,200,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,256,1,2400x1080,,158.51x74.88x9.16mm,158.51,74.88,9.16,屏幕指纹 ,2020年3月2日,2020,3,,1,4440
iQOO 3（12GB/128GB/全网通/5G版/变形金刚限量版）参数,iQOO手机,1324184,,1,,1,91.4,6.44,4800万像素主摄镜头+1300万像素超广角镜头+1300万像素人像镜头+200万像素景深镜头高清级像素高清像素手机>,4,4800,1300,1300,200,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,128,1,2400x1080,,158.51x74.88x9.16mm,158.51,74.88,9.16,屏幕指纹 ,2020年6月1日,2020,6,,1,4440
iQOO Z1x（8GB/256GB/全网通/5G版）参数,iQOO手机,1331046,,,,1,90.4,6.57,4800万像素+200万像素+200万像素高清级像素高清像素手机>,3,4800,200,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙765G手机性能排行>,8,256,1,2408x1080,400ppi,164.2x76.5x9.06mm,164.2,76.5,9.06,侧面指纹 ,2020年07月09日,2020,07,,1,5000
iQOO Z1（8GB/128GB/全网通/5G版/航海王联名限定款）参数,iQOO手机,1331591,,,,1,90.4,6.57,4800万像素主镜头+800万像素广角镜头+200万像素微距镜头高清级像素 样张秀>，高清像素手机>,3,4800,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,联发科,联发科 天玑1000+手机性能排行>,8,128,1,2408x1080,,163.97x75.53x8.93mm,163.97,75.53,8.93,侧面指纹 ,2020年07月,2020,07,,1,4500
iQOO Pro（12GB/128GB/5G全网通）参数,iQOO手机,1289758,,1,,1,91.7,6.41,4800万像素+1300万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,4800,1300,200,,,双核1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙855 Plus更多高通 骁龙855 Plus手机>，手机性能排行>,12,128,1,2340x1080,,158.77x75.73x9.325mm,158.77,75.73,9.325,屏幕指纹 ,2019年08月>,2019,08,,1,4500
iQOO（6GB RAM/全网通）参数,iQOO手机,1259408,,1,,1,91.7,6.41,双核1200万像素+1300万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,1200,1300,200,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,6,128,,2340x1080,,157.69x75.2x8.51mm,157.69,75.2,8.51,屏幕指纹 ,2019年03月06日,2019,03,,1,4000
iQOO Neo 855版（8GB/256GB/全网通）参数,iQOO手机,1297904,,1,,1,90,6.38,1200万像素+800万像素+200万像素高清级像素高清像素手机>,3,1200,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,8,256,,2340x1080,,159.53x75.23x8.13mm,159.53,75.23,8.13,屏幕指纹 ,2019年11月01日,2019,11,,1,4500
iQOO Neo（8GB/64GB/全网通）参数,iQOO手机,1282203,,1,,1,90,6.38,双核1200万像素+800万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,1200,800,200,,,双核1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙845更多高通 骁龙845手机>，手机性能排行>,8,64,,2340x1080,404ppi,159.53x75.23x8.13mm,159.53,75.23,8.13,屏幕指纹 ,2019年07月,2019,07,,1,4500
iQOO 3（8GB/256GB/全网通/5G版）参数,iQOO手机,1318510,,1,,1,91.4,6.44,4800万像素主摄镜头+1300万像素超广角镜头+1300万像素人像镜头+200万像素景深镜头高清级像素高清像素手机>,4,4800,1300,1300,200,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,256,1,2400x1080,,158.51x74.88x9.16mm,158.51,74.88,9.16,屏幕指纹 ,2020年3月2日,2020,3,,1,4440
iQOO（12GB RAM/全网通）参数,iQOO手机,1259407,,1,,,91.7,6.41,双核1200万像素+1300万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,1200,1300,200,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,12,256,,2340x1080,,157.69x75.2x8.51mm,157.69,75.2,8.51,屏幕指纹 ,2019年03月06日,2019,03,,1,4000
iQOO U1（6GB/64GB/全网通）参数,iQOO手机,1332156,,,,1,90.72,6.53,4800万像素主镜头+200万像素虚化镜头+200万像素微距镜头高清级像素高清像素手机>,3,4800,200,200,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙720G手机性能排行>,6,64,,2340x1080,394ppi,162.05x76.61x8.46mm,162.05,76.61,8.46,侧面指纹 ,2020年07月,2020,07,,1,4500
iQOO 3 Pro（全网通/5G版）参数,iQOO手机,1334233,,1,,1,91.7,6.41,4800万像素+1300万像素+200万像素高清级像素高清像素手机>,3,4800,1300,200,,,双核1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙865 Plus更多高通 骁龙865 Plus手机>，手机性能排行>,,,1,2340x1080,,158.77x75.73x9.325mm,158.77,75.73,9.325,屏幕指纹 ,2020年>,2020,,,1,4000
iQOO Pro（8GB/256GB/5G全网通）参数,iQOO手机,1289757,,1,,1,91.7,6.41,4800万像素+1300万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,4800,1300,200,,,双核1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙855 Plus更多高通 骁龙855 Plus手机>，手机性能排行>,8,256,1,2340x1080,,158.77x75.73x9.325mm,158.77,75.73,9.325,屏幕指纹 ,2019年08月>,2019,08,,1,4500
iQOO Neo（6GB/128GB/全网通）参数,iQOO手机,1282204,,1,,1,90,6.38,双核1200万像素+800万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,1200,800,200,,,双核1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙845更多高通 骁龙845手机>，手机性能排行>,6,128,,2340x1080,404ppi,159.53x75.23x8.13mm,159.53,75.23,8.13,屏幕指纹 ,2019年07月,2019,07,,1,4500
